Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,,1962,Kings Park,,,, 2.5,,181 Queenswood Rd 60440,4.0,2.5,"1,766"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 16,, Slab,," $6,390.90", 8

Townhouse,$234/month,1998,Town Centre Park,,,, 2,,357 Evening Star Ct 60440,3.0,2.5,"1,732"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, None,," $5,289.50", 7

Single Family Residential,,1972,,,"$100,000",,,,486 Seneca Ln 60440,3.0,1.5,952,,,,, 0, 0,,,,, 6

Townhouse,$199/month,1972,Winston Village,,,, 1, Bolingbrook High School,211 Diane Ln 60440,3.0,1.5,"1,180"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0, Full, Partially Finished,," $4,652.46", 7

Single Family Residential,,1981,Cherrywood,,,, 2, Bolingbrook High School,221 Aspen Dr 60440,3.0,1.5,"1,580"," Natural Gas, Forced Air", Central Air, 1, 1, 12, 0,, Slab,," $6,576.52", 8

Single Family Residential,,1979,Bolingbrook,,"$285,000",, 2, Bolingbrook High School,120 Glen Lake Dr 60440,3.0,1.5,"1,768"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0," Full, Walkout"," Finished,Exterior Access",," $6,217", 7

Single Family Residential,,1971,Winston Woods,,"$325,000",, 2, Bolingbrook High School,538 N Ashbury Ave 60440,4.0,3,"2,516", Natural Gas, Central Air, 3,, 2, 0," Full, English", Finished,," $7,051.20", 9

Single Family Residential,,,Cinnamon Creek,,,, 6.5,,144 Larchmont Way 60440,4.0,2,"1,850", Natural Gas, Central Air, 2,, 0, 2, English, Finished,," $5,339.86", 8

Single Family Residential,,1976,Bolingbrook,,,, 2, Bolingbrook High School,1140 Bramble Ave 60490,3.0,1.5,"1,665", Natural Gas, Central Air, 1, 1, 10, 0," Full, Walkout"," Finished,Exterior Access",," $6,271.14", 8

Townhouse,$160/month,1999,Pinebrook,,,, 2,,1429 White Pine Ln 60490,2.0,2.5,"1,484", Natural Gas, Central Air, 2, 1, 0, 2,, None,," $6,403.04", 6

Single Family Residential,,2005,Stonegate Village,,"$384,000",, 2, Bolingbrook High School,239 Stonegate Rd 60440,5.0,3.5,"2,476"," Natural Gas, Electric", Central Air, 3, 1, 0, 2, Full, Finished,," $9,181", 11

Single Family Residential,$28/month,2002,Somerfield,,,, 2, Plainfield East High School,1462 Glenside Dr 60490,4.0,3.5,"2,154"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $9,238", 9

Single Family Residential,,1971,Winston Woods,,"$207,000",, 2,,1 Westchester Ct 60440,4.0,3,"2,050"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full," Partially Finished,Sub-Basement",," $6,847", 8

Single Family Residential,,1996,Bolingbrook,,"$380,000",, 2, Neuqua Valley High School,258 Silverado St 60490,4.0,2.5,"2,926", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Unfinished,," $9,404.68", 8

Single Family Residential,,1976,,,"$280,000",,,,234 Windsor Dr 60440,,2,"2,220",,,,, 0, 0,,,,,

Single Family Residential,,1972,Ivanhoe,,,, 2,,236 Falconridge Way 60440,3.0,2.5,"2,300"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 0,, Crawl,," $7,900", 7

Townhouse,$245/month,2020,Bella Vista,,,, 2,,1311 Balboa Cir 60490,2.0,2,"1,459"," Natural Gas, Forced Air", Central Air, 2,, 10, 0, Full, Unfinished,,, 6

Condo,$203/month,1977,Bolingbrook,,,, 1,,3C Marywood Ln 60440,3.0,1.5,"1,180", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $2,989.96", 6

Single Family Residential,,1995,Bolingbrook,,,, 2,,1254 Chanticleer Ave 60490,4.0,2.5,"2,156"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $9,243.80", 9

Condo,$105/month,1970,Bolingbrook,,"$150,000",, 2,,15 Fernwood Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $1,776.36", 6

Other,,1998,,,"$365,000",,,,630 Kingsbrooke Xing 60440,4.0,2.5,"1,928",,,,, 0, 0,,,,, 9

Single Family Residential,,1988,Heritage Heights,,,, 2, Bolingbrook High School,1429 Columbus Dr 60490,3.0,2.5,"2,378"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 4, Full, Finished,," $8,469", 9

Single Family Residential,,1991,Williams Glen,,,, 2.5, Bolingbrook High School,7 Pennsbury Ct 60440,4.0,2.5,"2,400"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 8, Full," Unfinished,Crawl",," $7,626.64", 9

Other,,1993,,,"$245,000",,,,411 Van Gogh Cir 60440,,2.5,"1,971",,,,, 0, 0,,,,,

Single Family Residential,,2000,Pheasant Chase,,"$365,000",, 3,,375 Cardinal Ln 60490,4.0,3,"1,681"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Full," Finished,Partially Finished"," 1,681",, 8

Single Family Residential,$33/month,2001,Riverwoods,,"$425,000",, 3,,408 Delaware Cir 60440,4.0,2.5,"2,744"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $14,531", 8

Other,,1963,,,"$155,600",,,,249 Thornhurst Rd 60440,,2,"1,372",,,,, 0, 0,,,,,

Single Family Residential,,2001,Bolingbrook,,,, 2, Bolingbrook High School,10 Plainview Ct 60440,4.0,2.5,"2,470", Natural Gas, Central Air, 2, 1, 14, 4, Full, Unfinished,," $9,223.68", 10

Single Family Residential,,,Ivanhoe,,"$292,500",, 1,,317 Bedford Rd 60440,3.0,2,"2,040"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,879.50", 7

Single Family Residential,$29/month,2015,River Hills,,"$465,000",, 2, Plainfield East High School,1250 Winding Way 60490,4.0,2.5,"3,400"," Electric, Forced Air", Central Air, 2, 1, 0, 0, Full," Unfinished,Bathroom Rough-In",," $9,323.44", 10

Single Family Residential,$26/month,2002,Bolingbrook,,"$460,000",, 3,,2056 Mark Cir 60490,4.0,3,"3,152", Forced Air, Central Air, 3,, 0, 0, Full, Partially Finished,," $8,998.52", 10

Single Family Residential,,1978,Bolingbrook,,,, 1,,1074 Towner Dr 60440,3.0,1.5,"1,441"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Partial, Finished,," $5,369.30", 7

Single Family Residential,,1992,Lakewood Farms,,,, 2.5, Bolingbrook High School,569 Lakewood Farms Dr 60490,4.0,3.5,"1,695"," Natural Gas, Forced Air", Central Air, 3, 1, 8, 4, Partial," Finished,Crawl,Egress Window",," $7,571.20", 10

Condo/Co-op,,1977,,,"$145,000",,,,32S Fernwood Dr 60440,,1.5,"1,314",,,,, 0, 0,,,,,

Other,,1993,,,"$275,000",,,,1402 Parkside Dr 60490,,2.5,"1,695",,,,, 0, 0,,,,,

Single Family Residential,,1980,Bolingbrook,,"$385,000",, 4, South High School,309 Trafalgar Ct 60440,3.0,2,"1,612", Natural Gas, Central Air, 2,, 0, 2,, Crawl,," $6,452.84", 6

Single Family Residential,,1977,Bolingbrook,,,, 2,,214 Mill Stream Dr 60440,3.0,1.5,"1,390"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $4,536.84", 7

Single Family Residential,,1976,Bolingbrook,,"$225,000",, 2, Bolingbrook High School,134 Lexington Dr 60440,3.0,2.5,"1,190", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $5,977", 7

Single Family Residential,,1962,Bolingbrook,,,,, Bolingbrook High School,116 Kingston Rd 60440,3.0,2.5,"2,235", Natural Gas, Central Air, 2, 1, 6, 6,, None,," $5,786.04", 8

