Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,$25/month,1999,Heatherstone,,,, 2, Waubonsie Valley High School,3424 Fairmont Ave 60564,4.0,3,"2,262", Natural Gas, Central Air, 2, 2, 8, 12, Full, Finished,," $9,259.82", 10

Single Family Residential,,1977,,,"$630,000",,,,10331 Dawn Ave 60564,,2.5,"3,727",,,,, 0, 0,,,,,

Single Family Residential,,1959,,,"$360,000",,,,7S181 Clover Ct 60540,3.0,2,"2,669",,,,, 0, 0,,,,,

Single Family Residential,,1971,Cress Creek,,"$523,750",, 2, Naperville North High School,628 W Bauer Rd 60563,4.0,2.5,"2,460"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Partial," Unfinished,Crawl"," 1,020"," $9,992.82", 8

Single Family Residential,,1978,Brookdale,,,, 2, Metea Valley High School,916 Bainbridge Dr 60563,4.0,2.5,"2,368"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 8, Full, Unfinished,," $9,807.72", 10

Single Family Residential,,1971,Maplebrook,,"$354,500",, 1, Naperville Central High School,1632 Killdeer Dr 60565,4.0,2.5,"2,471"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Finished,Crawl",," $7,029.05", 9

Condo,$441/month,1974,Mill Orchard,,,, 2, Naperville North High School,1105 N Mill St 60563,2.0,2,"1,283", Electric, Central Air, 2,, 6, 6,, None,," $2,621.08", 5

Single Family Residential,,1979,,,"$365,000",,,,27W149 Robert Ave 60565,,2,"1,400",,,,, 0, 0,,,,,

Townhouse,$220/month,2021,Naperville Crossings,,"$425,000",, 2, Waubonsie Valley High School,2939 Showplace Dr 60564,3.0,3,"2,047"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0,, None,,, 7

Townhouse,$222/month,2021,Emerson Park,,"$396,200",, 2, Waubonsie Valley High School,4356 Monroe Lot9 04 AVE 60564,3.0,2.5,"1,998", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,,, 6

Single Family Residential,,1998,,,"$725,000",,,,1619 Vincent Ct 60564,4.0,4,"3,401",,,,, 0, 0,,,,, 12

Condo,$730/month,1986,Riverplace,,,, 1, Naperville Central High School,511 Aurora Ave 60540,2.0,2,"1,192"," Natural Gas, Forced Air, Radiant", Central Air, 2,, 0, 2,, None,," $6,421.86", 5

Single Family Residential,,1985,Naperville,,,, 2, Naperville North High School,1208 Haverhill Cir 60563,3.0,1.5,"1,581", Natural Gas, Central Air, 1, 1, 8, 0,, Slab,," $5,539.08", 7

Single Family Residential,,1990,West Wind Estates,,"$588,000",, 3, Metea Valley High School,908 Brocks End Ct 60540,4.0,3,"3,739"," Natural Gas, Forced Air", Central Air, 3,, 2, 2, Full," Unfinished,Storage Space"," 1,781"," $13,690", 12

Single Family Residential,,2014,,,"$934,000",,,,4215 Honey Locust Dr 60564,4.0,3.5,"4,000",,,,, 0, 0,,,,,

Single Family Residential,,1997,Naperville,,,, 2, Neuqua Valley High School,2103 Sudbury St 60564,5.0,3,"2,650"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Partial," Finished,Crawl",," $9,404.10", 10

Condo/Co-op,,1982,,,"$295,000",,,,1117 Spring Garden Cir 60563,,2,"1,795",,,,, 0, 0,,,,,

Single Family Residential,$13/month,1988,Windham Hills,,,, 2, Naperville North High School,25W016 Malibu Ct 60540,3.0,2.5,"1,942"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, Slab,," $7,619", 7

Other,,1989,,,"$750,000",,,,2008 Palmer Dr 60564,,2.5,"3,883",,,,, 0, 0,,,,,

Single Family Residential,,1993,,,"$525,400",,,,919 Rock Spring Rd 60565,4.0,2.5,"3,223",,,,, 0, 0,,,,, 12

Condo/Co-op,,,,,"$299,000",,,,2108 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Single Family Residential,,1952,Naperville Heights,,"$278,000",, 2, Naperville North High School,1422 N Main St 60563,3.0,1,"1,098"," Natural Gas, Forced Air", Central Air, 1,, 0, 2,, Crawl,," $5,699.12", 6

Townhouse,$326/month,2022,Naper Commons,,,, 2, Wheaton Warrenville South H S,1271 Josiah RD 60563,3.0,2.5,"2,100", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,,, 8

Single Family Residential,,1972,Cress Creek,,,, 2.5, Naperville North High School,917 Royal Blackheath Ct 60563,4.0,3,"3,004"," Natural Gas, Forced Air", Central Air, 3,, 12, 4, Full," Finished,Lookout",," $8,927.46", 9

Single Family Residential,,1998,Mission Oaks,,"$452,000",, 2, Neuqua Valley High School,2607 Whitehall Ln 60564,4.0,3.5,"2,307", Natural Gas, Central Air, 3, 1, 0, 2, Full, Finished," 1,259"," $8,578.32", 8

Townhouse,$282/month,1992,Naperville,,,, 1, Metea Valley High School,1221 Tennyson Ln 60540,2.0,2.5,"1,274", Natural Gas, Central Air, 2, 1, 0, 10,, None,," $3,685.46", 4

Single Family Residential,,1988,Naperville,,,, 2, Naperville Central High School,1960 Slippery Rock Rd 60565,3.0,2.5,"2,254"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0, Full," Partially Finished,Crawl",," $8,614", 7

Single Family Residential,,1978,,,"$464,667",,,,1125 Manchester Ct 60563,4.0,2.5,"2,872",,,,, 0, 0,,,,,

Single Family Residential,$120/month,2020,Ashwood Park,,,, 3, Waubonsie Valley High School,4315 Conifer Rd 60564,5.0,4.5,"3,928"," Natural Gas, Zoned"," Central Air, Zoned", 4, 1, 0, 2, Full," Finished,Egress Window",, $16.50, 11

Single Family Residential,$63/month,2003,Tall Grass,,,, 3, Waubonsie Valley High School,3711 Junebreeze Ln 60564,5.0,5.5,"4,152"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 5, 1, 6, 28, Full, Finished,," $15,587.64", 13

Single Family Residential,,2004,,,"$712,650",,,,5735 Rosinweed Ln 60564,4.0,3,"4,120",,,,, 0, 0,,,,, 11

Townhouse,$389/month,2013,Carillon Club,,,, 2,,2672 Barrington Cir 60564,3.0,2,"1,860"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Full," Finished,Bathroom Rough-In",," $7,834", 7

Single Family Residential,,1978,Brookdale,,"$550,000",, 3, Metea Valley High School,1435 Foxhill Rd 60563,4.0,2.5,"2,253"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $9,455.58", 9

Townhouse,$220/month,2021,Naperville,,"$420,000",, 2, Waubonsie Valley High School,2933 Showplace Dr 60564,3.0,2.5,"2,039"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,,, 7

Other,,1996,,,"$235,000",,,,2582 Eldorado Ln 60564,,2.5,"1,202",,,,, 0, 0,,,,,

Single Family Residential,,1986,Cedar Glen,,,, 2, Neuqua Valley High School,587 Roxbury Dr 60565,4.0,2.5,"2,069"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 0, Partial," Partially Finished,Crawl", 713," $7,432.20", 9

Single Family Residential,,1904,,,"$390,000",,,,543 S Washington St 60540,3.0,2,"1,410",,,,, 0, 0,,,,,

Condo,$331/month,1976,Steeple Run,,,, 1, Naperville North High School,6S010 Steeple Run Dr 60540,2.0,2,"1,181", Natural Gas, Central Air, 2,, 4, 0,, None,," $3,087.90", 5

Condo,$290/month,1989,Naperville,,"$235,000",, 1,,1274 Rhodes Ln 60540,2.0,2,"1,417"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $4,220.18", 5

Other,,1987,,,"$500,000",,,,1313 Cortland Dr 60565,4.0,2.5,"2,200",,,,, 0, 0,,,,, 8

Condo,$163/month,1997,Kingspointe,,,, 1, Metea Valley High School,1007 Sheridan Cir 60563,2.0,2,"1,170"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,955.88", 5

Single Family Residential,,1994,Brookwood Trace,,,, 3, Neuqua Valley High School,532 Connecticut Ave 60565,5.0,3.5,"3,200"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $12,509.56", 13

Single Family Residential,,1984,Spring Hill,,"$317,000",, 6, Naperville North High School,1141 Needham Rd 60563,3.0,2.5,"1,563"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2,, None,," $5,778.62", 7

Single Family Residential,$17/month,2000,Naperville,,,, 8, Neuqua Valley High School,2424 Cloverdale Rd 60564,4.0,3,"3,078", Natural Gas, Central Air, 3,, 0, 0, Full, Unfinished," 1,627"," $12,081.28", 9

Single Family Residential,$60/month,2022,Naper Commons,,,, 2, Wheaton Warrenville South H S,1239 WRENSON AVE 60563,4.0,2.5,"2,875", Natural Gas, Central Air, 2, 1, 0, 0, Full," Unfinished,Bathroom Rough-In,9 ft + pour",,, 10

Condo,$451/month,1979,Naperville,,"$155,000",, 2, Naperville North High School,1121 W Ogden Ave 60563,2.0,2,"1,130", Steam,, 2,, 0, 0,, None,," $2,780.52", 5

Single Family Residential,,1993,Riverwoods,,,, 3, Naperville Central High School,2723 Fox River Ln 60565,5.0,3,"3,200"," Natural Gas, Forced Air", Central Air, 3,, 8, 14, Partial," Finished,Crawl",," $10,933.88", 10

Single Family Residential,$56/month,2021,Wagner Farms,,"$676,988",, 2, Neuqua Valley High School,3611 Sargent DR 60564,4.0,2.5,"3,126", Natural Gas, Central Air, 2, 1, 0, 0, Full," Unfinished,Bathroom Rough-In",,, 12

Single Family Residential,,1996,Greenway Knolls,,"$570,000",, 2, Naperville Central High School,116 Rieser Cir 60565,4.0,2.5,"2,891"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $10,281.86", 9

Single Family Residential,,1951,Naperville,,,, 2, Naperville North High School,1015 N Main St 60563,3.0,2,"1,365"," Natural Gas, Forced Air", Central Air, 2,, 4, 6, Full, Unfinished, 965," $6,355", 6

Condo,$296/month,1990,White Eagle,,"$305,000",, 1, Waubonsie Valley High School,1452 Aberdeen Ct 60564,3.0,3,"1,311"," Natural Gas, Forced Air", Central Air, 3,, 2, 2," Full, English"," Finished,Egress Window,Lookout,Sleeping Area",," $7,074.24", 8

Single Family Residential,,1974,Huntington Commons,,,, 2, Naperville North High School,36 Westmoreland Ln 60540,4.0,2.5,"2,398", Forced Air, Central Air, 2, 1, 4, 22, Partial, Finished, 900," $9,073", 10

Single Family Residential,,1986,Naperville,,"$365,000",, 4, Naperville Central High School,1361 Carleton Cir 60565,3.0,2.5,"1,628", Natural Gas, Central Air, 2, 1, 0, 0,, Crawl,," $6,129.92", 7

Single Family Residential,,1908,Naperville,,,, 2, Naperville North High School,26 Eagle St 60540,6.0,5.5,"2,846", Radiator(s), Central Air, 5, 1, 10, 10, Full," Unfinished,Bathroom Rough-In",," $15,802.88", 10

Single Family Residential,,1916,,,"$692,000",,,,205 Douglas Ave 60540,5.0,2.5,"3,554",,,,, 0, 0,,,,, 12

Single Family Residential,$58/month,1994,Breckenridge Estates,,"$555,000",, 3, Neuqua Valley High School,2855 Breckenridge Ln 60565,4.0,2.5,"2,751"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $11,783.92", 10

Townhouse,$421/month,2008,Carillon Club,,,, 2,,2804 Normandy Cir 60564,3.0,2.5,"2,680"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Full," Unfinished,Bathroom Rough-In,Egress Window",," $9,061", 9

Single Family Residential,,1973,Naperville,,"$350,000",, 3, Neuqua Valley High School,10S206 Ridge Rd 60565,4.0,2.5,"2,725"," Steam, Baseboard", Central Air, 2, 1, 0, 0, Full, Finished,," $8,025.88", 7

Single Family Residential,$265/month,2016,Carillon Club,,"$621,000",, 2, Waubonsie Valley High School,3744 Chesapeake Ln 60564,3.0,3.5,"2,455"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Partial," Finished,Crawl",," $10,237.12", 9

Other,,,,,"$830,000",,,,4843 Shumard Ln 60564,,,,,,,, 0, 0,,,,,

Townhouse,$274/month,2012,Mayfair,,,, 2, Metea Valley High School,1021 Ravendale Ct 60540,3.0,2.5,"2,174"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished, 936," $9,627.88", 7

Townhouse,$168/month,1997,Kingspointe,,,, 1, Metea Valley High School,968 Sheridan Cir 60563,2.0,2.5,"1,400", Electric, Central Air, 2, 1, 6, 6,, None,," $4,452.88", 5

Other,,1995,,,"$629,900",,,,1623 Alan Ct 60564,,2.5,"2,896",,,,, 0, 0,,,,,

Single Family Residential,,1959,Moser Highlands,,"$450,000",, 2.5, Naperville Central High School,841 Edgewater Dr 60540,5.0,2,"2,400", Natural Gas, Central Air, 2,, 0, 2,, None,," $8,894.50", 9

Condo,$277/month,2000,Enclave at Country Lakes,,"$235,500",, 2, Metea Valley High School,2321 Overlook Ct 60563,2.0,2,"1,510"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $4,474.16", 6

Single Family Residential,,1963,Saybrook,,"$500,000",, 2.5, Naperville North High School,1112 N Brainard St 60563,4.0,2.5,"2,541"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Unfinished, 675," $10,868.40", 10

Townhouse,$250/month,1999,Naperville,,"$302,100",, 2, Waubonsie Valley High School,3029 Crystal Rock Rd 60564,3.0,2.5,"1,975"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $6,196.60", 7

Single Family Residential,,1988,Naperville,,"$345,000",, 2, Metea Valley High School,6S002 Timberlane Dr 60563,3.0,2.5,"1,313"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Finished,," $6,120.70", 6

Condo,$237/month,2000,Bridgewater,,,, 2, Metea Valley High School,1987 Golden Gate Ln 60563,3.0,2.5,"1,614", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,," $4,845.52", 6

Single Family Residential,$87/month,1996,White Eagle,,"$680,000",, 3, Waubonsie Valley High School,3312 Scottsdale Ct 60564,4.0,3.5,"3,661", Natural Gas, Central Air, 3, 1, 0, 2, Full," Finished,8 ft + pour,Concrete (Basement),Storage Space"," 1,332"," $13,827", 13

Condo,$414/month,1979,Cress Creek,,,, 1, Naperville North High School,1053 W Ogden Ave 60563,2.0,2,"1,050"," Steam, Baseboard",, 2,, 0, 0,, None,," $2,321.08", 5

Single Family Residential,,1989,Naperville,,,, 2, Naperville Central High School,2457 Barkdoll Rd 60565,5.0,3.5,"3,128", Natural Gas, Central Air, 3, 1, 10, 12, Partial," Finished,Rec/Family Area",," $11,466.82", 12

Single Family Residential,$17/month,1995,Naperville,,"$565,000",, 2, Neuqua Valley High School,5308 Switch Grass Ln 60564,4.0,2.5,"3,026", Natural Gas, Central Air, 2, 1, 0, 2, Full, Partially Finished," 1,613"," $11,630", 12

Condo/Co-op,,1986,,,"$372,000",,,,511 Aurora Ave 60540,2.0,2,"1,192",,,,, 0, 0,,,,, 5

Townhouse,$13/month,1996,Woodlake,,"$260,000",, 1, Neuqua Valley High School,2588 Eldorado Ln 60564,2.0,2.5,"1,502", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,," $4,890.72", 6

Single Family Residential,,1968,Naperville,,"$305,000",, 2, Neuqua Valley High School,10S216 Ridge Rd 60565,4.0,1.5,"1,994", Natural Gas, Central Air, 1, 1, 0, 0, Full, Unfinished,," $5,818.50", 8

Single Family Residential,,1978,,,"$525,000",,,,624 Gettysburg Ct 60540,4.0,2.5,"2,774",,,,, 0, 0,,,,,

Single Family Residential,$155/month,2017,Atwater,,,, 2, Metea Valley High School,2520 Basin Trail Ln 60563,3.0,2,"2,082", Natural Gas, Central Air, 2,, 8, 8," Full, English", Unfinished," 2,082"," $10,294.40", 7

Other,,1996,,,"$260,000",,,,2646 Idaho Rd 60564,,2.5,"1,624",,,,, 0, 0,,,,,

Single Family Residential,,1963,,,"$485,000",,,,349 Sycamore Dr 60540,,2,"2,112",,,,, 0, 0,,,,,

Condo,$426/month,1979,Cress Creek,,,, 2, Naperville North High School,1053 W Ogden Ave 60563,2.0,2,"1,050"," Steam, Baseboard",, 2,, 0, 2,, None,," $2,223.64", 5

Single Family Residential,,1953,East Highlands,,"$465,000",, 1, Naperville Central High School,710 Woodlawn Ave 60540,3.0,1,"1,304", Natural Gas, Central Air, 1,, 0, 0,, None,," $6,060.42", 7

Townhouse,$250/month,2001,Signature Club,,"$311,000",, 2, Waubonsie Valley High School,3308 Cool Springs Ct 60564,3.0,2.5,"1,975", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $6,279.08", 8

Single Family Residential,,1951,Naperville,,"$785,000",, 2.5, Naperville North High School,610 W Jefferson Ave 60540,5.0,4,"2,784", Natural Gas, Central Air, 4,, 0, 2, Full, Finished," 1,178"," $13,508", 11

Single Family Residential,$13/month,1987,Brighton Ridge,,,, 3, Waubonsie Valley High School,1420 Durness Ct 60565,5.0,3.5,"3,773"," Natural Gas, Forced Air", Central Air, 3, 1, 16, 6, Full, Unfinished,," $13,121.80", 11

Single Family Residential,,1970,Naperville,,,, 2, Naperville North High School,6S503 Bridlespur Dr 60540,4.0,3.5,"2,650"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 16, Full, Finished,," $7,853.80", 8

Townhouse,$320/month,2017,Sedgwick,,,, 2, Metea Valley High School,822 Paisley Ct 60540,3.0,3.5,"2,379"," Natural Gas, Forced Air", Central Air, 3, 1, 8, 6,, None,," $9,160", 6

Single Family Residential,$54/month,1993,Ashbury,,,, 2, Neuqua Valley High School,3516 Caine Dr 60564,4.0,3.5,"2,700"," Natural Gas, Electric", Central Air, 3, 1, 22, 6, Full," Finished,Crawl,Egress Window",," $10,636.12", 13

Single Family Residential,$10/month,1987,Huntington Ridge,,"$505,000",, 2.5, Naperville North High School,1005 Liberty Dr 60540,4.0,2.5,"2,750"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Unfinished,Crawl",," $9,537.36", 8

Single Family Residential,,1985,Brookdale,,"$467,000",, 2, Metea Valley High School,1612 Trent Ave 60563,4.0,2.5,"2,202"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Full," Partially Finished,Rec/Family Area,Storage Space"," 1,095"," $9,262", 10

Single Family Residential,,1986,,,"$592,500",,,,876 S Naper Plainfield 60565,4.0,2.5,"2,576",,,,, 0, 0,,,,,

Single Family Residential,,2015,East Highlands,,"$1,335,000",, 3, Naperville Central High School,723 Wellner Rd 60540,5.0,4.5,"3,610"," Natural Gas, Forced Air, Indv Controls, Zoned", Central Air, 4, 1, 0, 2, Full, Finished,," $21,647", 11

Townhouse,$196/month,1999,Naperville,,,, 2, Metea Valley High School,2727 McClennan Ct 60563,3.0,2.5,"1,646"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 8,, None,," $5,169.52", 6

Single Family Residential,,1976,Cress Creek,,,, 2, Naperville North High School,1433 Calcutta Ln 60563,5.0,3.5,"3,360", Natural Gas, Central Air, 3, 1, 16, 2, Partial," Partially Finished,Crawl",," $13,809.64", 9

Condo,$265/month,1990,Villas of the Fields,,,, 1, Metea Valley High School,1233 Rhodes Ln 60540,2.0,2,"1,149", Natural Gas, Central Air, 2,, 0, 0,, None,," $3,601.70", 4

Single Family Residential,$87/month,1988,White Eagle,,"$590,000",, 3.5, Waubonsie Valley High School,4070 Palmer Ct 60564,5.0,3.5,"4,450"," Natural Gas, Forced Air, Zoned", Central Air, 3, 1, 0, 0, Full," Finished,Egress Window,Storage Space",," $15,785", 15

Single Family Residential,$42/month,1978,Cress Creek,,,, 2, Naperville North High School,1102 Ferncroft Ct 60563,4.0,2.5,"2,714", Natural Gas, Central Air, 2, 1, 6, 6, Partial, Partially Finished,," $10,472", 9

Other,,,,,"$230,000",,,,2619 Barrington Cir 60564,,,,,,,, 0, 0,,,,,

Townhouse,$173/month,1997,Kingspointe,,"$250,000",, 1, Metea Valley High School,969 Sheridan Cir 60563,2.0,2.5,"1,622"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,987.60", 6

Single Family Residential,$13/month,1987,Brighton Ridge,,"$520,000",, 2, Waubonsie Valley High School,943 W Bailey Rd 60565,4.0,2.5,"3,014"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished," 1,330"," $10,793.44", 13

Single Family Residential,$50/month,1996,Ashbury,,"$540,000",, 2, Neuqua Valley High School,1207 Boswell Ln 60564,4.0,2.5,"3,055"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $11,981.24", 9

Townhouse,,2005,,,"$320,000",,,,3161 Saganashkee Ln 60564,2.0,2.5,"1,873",,,,, 0, 0,,,,, 6

Single Family Residential,,1959,Naperville,,"$550,000",, 1, Naperville Central High School,845 Edgewater Dr 60540,3.0,3,"1,492"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Partial, Crawl,," $9,314", 9

Condo/Co-op,,2000,,,"$245,000",,,,1736 Windward Ave 60563,2.0,2.5,"1,334",,,,, 0, 0,,,,, 5

Single Family Residential,,1978,,,"$480,000",,,,6S216 Cohasset Rd 60540,,2.5,"2,516",,,,, 0, 0,,,,,

Single Family Residential,,1984,,,"$240,000",,,,542 Springhill Cir 60563,,1,"1,213",,,,, 0, 0,,,,,

Other,,2001,,,"$540,000",,,,3143 Kingbird Ln 60564,,2.5,"3,045",,,,, 0, 0,,,,,

Condo/Co-op,,,,,"$260,000",,,,1041 Sheridan Cir 60563,,,,,,,, 0, 0,,,,,

Single Family Residential,,1971,Will-O-Way,,,, 6, Naperville Central High School,333 Beech Ct 60540,3.0,2,"1,788"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $7,309.10", 6

Condo,$240/month,1985,Chantecleer Lakes,,,, 1,,1531 Raymond Dr 60563,1.0,1,675," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,519.90", 3

Single Family Residential,,1994,Brookwood Trace,,,, 3, Neuqua Valley High School,531 Gateshead Dr 60565,4.0,2.5,"3,036"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 6, Partial, Unfinished,," $11,651.56", 10

Single Family Residential,,1992,Chestnut Ridge,,,, 2, Naperville Central High School,1921 Montclair Dr 60565,4.0,2.5,"3,528"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 18, Full," Finished,Crawl,Bathroom Rough-In,Egress Window", 975," $9,346.38", 11

Townhouse,$327/month,2000,Naperville,,,, 1, Waubonsie Valley High School,903 Genesee Dr 60563,2.0,2,"1,250"," Natural Gas, Forced Air", Central Air, 2,, 8, 0,, None,," $4,297.06", 6

Single Family Residential,,1981,,,"$258,976",,,,1352 Goldenrod Dr 60540,4.0,2.5,"3,000",,,,, 0, 0,,,,, 9

Single Family Residential,,2016,Naperville,,,, 2.5, Naperville Central High School,421 S Sleight St 60540,6.0,4.5,"5,443"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 22, Full, Finished," 1,772"," $21,655.20", 13

Single Family Residential,,1983,University Heights,,,, 2, Naperville Central High School,1328 Creighton Ave 60565,4.0,3,"1,164"," Natural Gas, Forced Air", Central Air, 3,, 6, 2, Full, Finished," 1,074"," $6,639", 8

Single Family Residential,,1995,Eagle Pointe,,"$430,000",, 2, Waubonsie Valley High School,3384 Butler Walk 60564,4.0,2.5,"2,340"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $9,801", 8
